session_id,tenant,day,csat
s_acme_019529,acme-bank,36,3
s_acme_019540,acme-bank,36,2
s_acme_019554,acme-bank,36,5
s_acme_019557,acme-bank,36,4
s_acme_019587,acme-bank,36,2
s_acme_019599,acme-bank,36,3
s_acme_019605,acme-bank,37,4
s_acme_019612,acme-bank,37,3
s_acme_019637,acme-bank,37,4
s_acme_019653,acme-bank,37,4
s_acme_019668,acme-bank,37,3
s_acme_019674,acme-bank,37,3
s_acme_019679,acme-bank,37,3
s_acme_019683,acme-bank,37,5
s_acme_019704,acme-bank,37,2
s_acme_019708,acme-bank,37,5
s_acme_019719,acme-bank,37,3
s_acme_019729,acme-bank,37,3
s_acme_019742,acme-bank,37,3
s_acme_019749,acme-bank,37,3
s_acme_019802,acme-bank,37,5
s_acme_019803,acme-bank,37,3
s_acme_019810,acme-bank,37,2
s_acme_019837,acme-bank,37,4
s_acme_019847,acme-bank,37,3
s_acme_019853,acme-bank,37,4
s_acme_019854,acme-bank,37,3
s_acme_019855,acme-bank,37,3
s_acme_019863,acme-bank,37,4
s_acme_019874,acme-bank,37,4
s_acme_019904,acme-bank,37,5
s_acme_019907,acme-bank,37,5
s_acme_019911,acme-bank,37,3
s_acme_019923,acme-bank,37,2
s_acme_019926,acme-bank,37,5
s_acme_019938,acme-bank,37,5
s_acme_019968,acme-bank,37,4
s_acme_019972,acme-bank,37,3
s_acme_019978,acme-bank,37,5
s_acme_019999,acme-bank,37,3
s_acme_020010,acme-bank,37,5
s_acme_020014,acme-bank,37,2
s_acme_020018,acme-bank,37,3
s_acme_020028,acme-bank,37,4
s_acme_020051,acme-bank,37,3
s_acme_020063,acme-bank,37,2
s_acme_020064,acme-bank,37,3
s_acme_020067,acme-bank,37,4
s_acme_020074,acme-bank,37,2
s_acme_020081,acme-bank,37,4
s_acme_020090,acme-bank,37,2
s_acme_020091,acme-bank,37,1
s_acme_020092,acme-bank,37,5
s_acme_020095,acme-bank,37,4
s_acme_020101,acme-bank,37,2
s_acme_020124,acme-bank,37,3
s_acme_020142,acme-bank,38,3
s_acme_020144,acme-bank,38,3
s_acme_020147,acme-bank,38,3
s_acme_020156,acme-bank,38,3
s_acme_020162,acme-bank,38,2
s_acme_020166,acme-bank,38,3
s_acme_020168,acme-bank,38,3
s_acme_020173,acme-bank,38,3
s_acme_020177,acme-bank,38,4
s_acme_020193,acme-bank,38,4
s_acme_020194,acme-bank,38,4
s_acme_020195,acme-bank,38,3
s_acme_020205,acme-bank,38,3
s_acme_020214,acme-bank,38,4
s_acme_020215,acme-bank,38,2
s_acme_020224,acme-bank,38,4
s_acme_020230,acme-bank,38,3
s_acme_020232,acme-bank,38,5
s_acme_020233,acme-bank,38,4
s_acme_020258,acme-bank,38,1
s_acme_020273,acme-bank,38,4
s_acme_020276,acme-bank,38,3
s_acme_020284,acme-bank,38,2
s_acme_020299,acme-bank,38,4
s_acme_020318,acme-bank,38,1
s_acme_020322,acme-bank,38,4
s_acme_020331,acme-bank,38,3
s_acme_020342,acme-bank,38,2
s_acme_020351,acme-bank,38,3
s_acme_020363,acme-bank,38,3
s_acme_020366,acme-bank,38,3
s_acme_020380,acme-bank,38,3
s_acme_020388,acme-bank,38,3
s_acme_020389,acme-bank,38,4
s_acme_020398,acme-bank,38,2
s_acme_020401,acme-bank,38,4
s_acme_020407,acme-bank,38,3
s_acme_020415,acme-bank,38,2
s_acme_020446,acme-bank,38,3
s_acme_020448,acme-bank,38,4
s_acme_020451,acme-bank,38,5
s_acme_020473,acme-bank,38,5
s_acme_020485,acme-bank,38,5
s_acme_020494,acme-bank,38,3
s_acme_020498,acme-bank,38,3
s_acme_020501,acme-bank,38,4
s_acme_020502,acme-bank,38,3
s_acme_020506,acme-bank,38,3
s_acme_020507,acme-bank,38,5
s_acme_020517,acme-bank,38,4
s_acme_020535,acme-bank,38,5
s_acme_020540,acme-bank,38,2
s_acme_020541,acme-bank,38,5
s_acme_020548,acme-bank,38,4
s_acme_020561,acme-bank,38,3
s_acme_020588,acme-bank,38,4
s_acme_020601,acme-bank,38,3
s_acme_020632,acme-bank,38,4
s_acme_020635,acme-bank,38,3
s_acme_020637,acme-bank,38,4
s_acme_020644,acme-bank,38,1
s_acme_020653,acme-bank,38,3
s_acme_020661,acme-bank,38,4
s_acme_020719,acme-bank,38,2
s_acme_020722,acme-bank,38,4
s_acme_020724,acme-bank,38,3
s_acme_020742,acme-bank,39,1
s_acme_020771,acme-bank,39,3
s_acme_020781,acme-bank,39,2
s_acme_020788,acme-bank,39,4
s_acme_020807,acme-bank,39,3
s_acme_020813,acme-bank,39,3
s_acme_020826,acme-bank,39,4
s_acme_020860,acme-bank,39,2
s_acme_020863,acme-bank,39,5
s_acme_020872,acme-bank,39,3
s_acme_020873,acme-bank,39,1
s_acme_020892,acme-bank,39,1
s_acme_020917,acme-bank,39,4
s_acme_020925,acme-bank,39,3
s_acme_020992,acme-bank,39,3
s_acme_021003,acme-bank,39,1
s_acme_021013,acme-bank,39,3
s_acme_021021,acme-bank,39,3
s_acme_021025,acme-bank,39,3
s_acme_021027,acme-bank,39,1
s_acme_021033,acme-bank,39,4
s_acme_021044,acme-bank,39,3
s_acme_021049,acme-bank,39,3
s_acme_021057,acme-bank,39,4
s_acme_021068,acme-bank,39,2
s_acme_021092,acme-bank,39,2
s_acme_021112,acme-bank,39,4
s_acme_021114,acme-bank,39,4
s_acme_021127,acme-bank,39,3
s_acme_021141,acme-bank,39,5
s_acme_021148,acme-bank,39,1
s_acme_021157,acme-bank,39,2
s_acme_021179,acme-bank,39,3
s_acme_021193,acme-bank,39,4
s_acme_021199,acme-bank,39,5
s_acme_021209,acme-bank,39,2
s_acme_021224,acme-bank,39,3
s_acme_021249,acme-bank,39,4
s_acme_021251,acme-bank,39,3
s_acme_021258,acme-bank,39,2
s_acme_021259,acme-bank,39,5
s_acme_021267,acme-bank,40,1
s_acme_021307,acme-bank,40,4
s_acme_021317,acme-bank,40,2
s_acme_021323,acme-bank,40,3
s_acme_021335,acme-bank,40,3
s_acme_021346,acme-bank,40,4
s_acme_021381,acme-bank,40,3
s_acme_021385,acme-bank,40,4
s_acme_021396,acme-bank,40,1
s_acme_021430,acme-bank,40,3
s_acme_021436,acme-bank,40,3
s_acme_021437,acme-bank,40,4
s_acme_021477,acme-bank,40,4
s_acme_021482,acme-bank,40,4
s_acme_021494,acme-bank,40,1
s_acme_021501,acme-bank,40,5
s_acme_021519,acme-bank,40,4
s_acme_021525,acme-bank,40,4
s_acme_021528,acme-bank,40,2
s_acme_021549,acme-bank,40,2
s_acme_021555,acme-bank,40,4
s_acme_021565,acme-bank,40,5
s_acme_021573,acme-bank,40,2
s_acme_021585,acme-bank,40,4
s_acme_021591,acme-bank,40,4
s_acme_021592,acme-bank,40,3
s_acme_021610,acme-bank,40,2
s_acme_021616,acme-bank,40,4
s_acme_021621,acme-bank,40,4
s_acme_021631,acme-bank,40,3
s_acme_021644,acme-bank,41,3
s_acme_021660,acme-bank,41,3
s_acme_021680,acme-bank,41,3
s_acme_021690,acme-bank,41,1
s_acme_021703,acme-bank,41,3
s_acme_021704,acme-bank,41,1
s_acme_021726,acme-bank,41,4
s_acme_021753,acme-bank,41,4
s_acme_021759,acme-bank,41,4
s_acme_021761,acme-bank,41,3
s_acme_021778,acme-bank,41,4
s_acme_021779,acme-bank,41,3
s_acme_021784,acme-bank,41,1
s_acme_021811,acme-bank,41,1
s_acme_021827,acme-bank,41,3
s_acme_021841,acme-bank,41,2
s_acme_021885,acme-bank,41,3
s_acme_021887,acme-bank,41,3
s_acme_021899,acme-bank,41,1
s_acme_021905,acme-bank,41,5
s_acme_021906,acme-bank,41,4
s_acme_021907,acme-bank,41,5
s_acme_021909,acme-bank,41,5
s_acme_021917,acme-bank,41,4
s_acme_021920,acme-bank,41,4
s_acme_021960,acme-bank,42,4
s_acme_021963,acme-bank,42,5
s_acme_021981,acme-bank,42,3
s_acme_021988,acme-bank,42,5
s_acme_022014,acme-bank,42,3
s_acme_022019,acme-bank,42,2
s_acme_022023,acme-bank,42,5
s_acme_022049,acme-bank,42,4
s_acme_022053,acme-bank,42,3
s_acme_022068,acme-bank,42,3
s_acme_022098,acme-bank,42,3
s_acme_022113,acme-bank,42,5
s_acme_022130,acme-bank,42,3
s_acme_022131,acme-bank,42,3
s_acme_022138,acme-bank,42,4
s_acme_022139,acme-bank,42,3
s_acme_022147,acme-bank,42,3
s_acme_022180,acme-bank,42,3
s_acme_022195,acme-bank,42,3
s_acme_022206,acme-bank,42,2
s_acme_022208,acme-bank,42,4
s_acme_022215,acme-bank,42,1
s_acme_022225,acme-bank,42,5
s_acme_022238,acme-bank,42,3
s_acme_022254,acme-bank,42,4
s_acme_022262,acme-bank,42,2
s_acme_022269,acme-bank,42,1
s_acme_022270,acme-bank,42,3
s_acme_022279,acme-bank,42,3
s_acme_022284,acme-bank,42,4
s_acme_022285,acme-bank,42,4
s_acme_022289,acme-bank,42,4
s_acme_022309,acme-bank,42,4
s_acme_022359,acme-bank,42,4
s_acme_022360,acme-bank,42,3
s_acme_022361,acme-bank,42,4
s_acme_022364,acme-bank,42,4
s_acme_022372,acme-bank,42,4
s_acme_022377,acme-bank,42,4
s_acme_022399,acme-bank,42,5
s_acme_022405,acme-bank,42,5
s_acme_022413,acme-bank,42,5
s_acme_022414,acme-bank,42,4
s_acme_022416,acme-bank,42,5
s_acme_022420,acme-bank,42,3
s_acme_022425,acme-bank,42,4
s_acme_022435,acme-bank,42,4
s_acme_022449,acme-bank,42,3
s_acme_022490,acme-bank,43,3
s_acme_022503,acme-bank,43,2
s_acme_022521,acme-bank,43,4
s_acme_022533,acme-bank,43,4
s_acme_022541,acme-bank,43,4
s_acme_022548,acme-bank,43,4
s_acme_022554,acme-bank,43,4
s_acme_022558,acme-bank,43,4
s_acme_022562,acme-bank,43,3
s_acme_022575,acme-bank,43,4
s_acme_022603,acme-bank,43,3
s_acme_022609,acme-bank,43,4
s_acme_022664,acme-bank,43,3
s_acme_022665,acme-bank,43,2
s_acme_022670,acme-bank,43,4
s_acme_022686,acme-bank,43,1
s_acme_022697,acme-bank,43,2
s_acme_022698,acme-bank,43,1
s_acme_022709,acme-bank,43,4
s_acme_022710,acme-bank,43,3
s_acme_022729,acme-bank,43,3
s_acme_022735,acme-bank,43,4
s_acme_022744,acme-bank,43,3
s_acme_022761,acme-bank,43,4
s_acme_022764,acme-bank,43,3
s_acme_022780,acme-bank,43,1
s_acme_022785,acme-bank,43,4
s_acme_022792,acme-bank,43,3
s_acme_022795,acme-bank,43,5
s_acme_022800,acme-bank,43,5
s_acme_022802,acme-bank,43,5
s_acme_022807,acme-bank,43,3
s_acme_022817,acme-bank,43,1
s_acme_022828,acme-bank,43,2
s_acme_022832,acme-bank,43,2
s_acme_022861,acme-bank,43,3
s_acme_022862,acme-bank,43,2
s_acme_022864,acme-bank,43,4
s_acme_022884,acme-bank,43,2
s_acme_022895,acme-bank,43,1
s_acme_022903,acme-bank,43,3
s_acme_022915,acme-bank,43,4
s_acme_022932,acme-bank,43,4
s_acme_022934,acme-bank,43,4
s_acme_022972,acme-bank,43,4
s_acme_022983,acme-bank,43,4
s_acme_023009,acme-bank,43,2
s_acme_023015,acme-bank,43,2
s_acme_023021,acme-bank,43,3
s_acme_023055,acme-bank,43,4
s_acme_023058,acme-bank,43,3
s_acme_023071,acme-bank,44,3
s_acme_023075,acme-bank,44,1
s_acme_023083,acme-bank,44,2
s_acme_023096,acme-bank,44,3
s_acme_023127,acme-bank,44,1
s_acme_023141,acme-bank,44,2
s_acme_023163,acme-bank,44,3
s_acme_023169,acme-bank,44,4
s_acme_023181,acme-bank,44,4
s_acme_023182,acme-bank,44,4
s_acme_023193,acme-bank,44,5
s_acme_023198,acme-bank,44,5
s_acme_023209,acme-bank,44,4
s_acme_023214,acme-bank,44,3
s_acme_023243,acme-bank,44,1
s_acme_023248,acme-bank,44,4
s_acme_023255,acme-bank,44,2
s_acme_023258,acme-bank,44,3
s_acme_023265,acme-bank,44,5
s_acme_023268,acme-bank,44,2
s_acme_023304,acme-bank,44,5
s_acme_023306,acme-bank,44,4
s_acme_023309,acme-bank,44,3
s_acme_023325,acme-bank,44,1
s_acme_023330,acme-bank,44,2
s_acme_023334,acme-bank,44,3
s_acme_023343,acme-bank,44,5
s_acme_023352,acme-bank,44,4
s_acme_023357,acme-bank,44,3
s_acme_023365,acme-bank,44,1
s_acme_023376,acme-bank,44,4
s_acme_023387,acme-bank,44,4
s_acme_023395,acme-bank,44,3
s_acme_023401,acme-bank,44,3
s_acme_023417,acme-bank,44,3
s_acme_023438,acme-bank,44,3
s_acme_023446,acme-bank,44,4
s_acme_023452,acme-bank,44,3
s_acme_023458,acme-bank,44,4
s_acme_023460,acme-bank,44,4
s_acme_023463,acme-bank,44,3
s_acme_023474,acme-bank,44,2
s_acme_023480,acme-bank,44,3
s_acme_023482,acme-bank,44,4
s_acme_023493,acme-bank,44,4
s_acme_023495,acme-bank,44,5
s_acme_023507,acme-bank,44,2
s_acme_023510,acme-bank,44,1
s_acme_023512,acme-bank,44,4
s_acme_023520,acme-bank,44,4
s_acme_023527,acme-bank,44,3
s_acme_023535,acme-bank,44,3
s_acme_023537,acme-bank,44,3
s_acme_023541,acme-bank,44,1
s_acme_023567,acme-bank,44,5
s_acme_023570,acme-bank,44,3
s_acme_023576,acme-bank,44,2
s_acme_023586,acme-bank,44,3
s_acme_023589,acme-bank,44,3
s_acme_023592,acme-bank,44,4
s_acme_023608,acme-bank,44,1
s_acme_023643,acme-bank,44,3
s_acme_023658,acme-bank,44,2
s_acme_023671,acme-bank,45,4
s_acme_023678,acme-bank,45,3
s_acme_023696,acme-bank,45,3
s_acme_023713,acme-bank,45,2
s_acme_023745,acme-bank,45,3
s_acme_023750,acme-bank,45,2
s_acme_023751,acme-bank,45,5
s_acme_023759,acme-bank,45,4
s_acme_023761,acme-bank,45,3
s_acme_023782,acme-bank,45,4
s_acme_023785,acme-bank,45,3
s_acme_023789,acme-bank,45,4
s_acme_023794,acme-bank,45,3
s_acme_023799,acme-bank,45,4
s_acme_023827,acme-bank,45,3
s_acme_023840,acme-bank,45,1
s_acme_023843,acme-bank,45,5
s_acme_023848,acme-bank,45,2
s_acme_023892,acme-bank,45,3
s_acme_023912,acme-bank,45,3
s_acme_023914,acme-bank,45,4
s_acme_023916,acme-bank,45,2
s_acme_023931,acme-bank,45,3
s_acme_023935,acme-bank,45,1
s_acme_023953,acme-bank,45,1
s_acme_023954,acme-bank,45,2
s_acme_023965,acme-bank,45,3
s_acme_023968,acme-bank,45,4
s_acme_023977,acme-bank,45,3
s_acme_023978,acme-bank,45,2
s_acme_024006,acme-bank,45,1
s_acme_024017,acme-bank,45,4
s_acme_024020,acme-bank,45,4
s_acme_024026,acme-bank,45,2
s_acme_024050,acme-bank,45,3
s_acme_024063,acme-bank,45,4
s_acme_024093,acme-bank,45,4
s_acme_024107,acme-bank,45,4
s_acme_024108,acme-bank,45,1
s_acme_024132,acme-bank,45,4
s_acme_024157,acme-bank,45,4
s_acme_024159,acme-bank,45,5
s_acme_024160,acme-bank,45,3
s_acme_024163,acme-bank,45,3
s_acme_024164,acme-bank,45,4
s_acme_024199,acme-bank,45,2
s_acme_024204,acme-bank,45,2
s_acme_024207,acme-bank,45,4
s_acme_024208,acme-bank,45,3
s_acme_024229,acme-bank,45,1
s_acme_024263,acme-bank,46,2
s_acme_024265,acme-bank,46,3
s_acme_024267,acme-bank,46,2
s_acme_024272,acme-bank,46,4
s_acme_024274,acme-bank,46,4
s_acme_024276,acme-bank,46,3
s_acme_024280,acme-bank,46,2
s_acme_024313,acme-bank,46,4
s_acme_024319,acme-bank,46,3
s_acme_024332,acme-bank,46,3
s_acme_024335,acme-bank,46,4
s_acme_024342,acme-bank,46,2
s_acme_024345,acme-bank,46,2
s_acme_024346,acme-bank,46,4
s_acme_024362,acme-bank,46,4
s_acme_024363,acme-bank,46,3
s_acme_024391,acme-bank,46,3
s_acme_024396,acme-bank,46,4
s_acme_024405,acme-bank,46,4
s_acme_024422,acme-bank,46,4
s_acme_024426,acme-bank,46,4
s_acme_024428,acme-bank,46,3
s_acme_024456,acme-bank,46,3
s_acme_024476,acme-bank,46,3
s_acme_024483,acme-bank,46,3
s_acme_024485,acme-bank,46,3
s_acme_024530,acme-bank,46,1
s_acme_024538,acme-bank,46,3
s_acme_024539,acme-bank,46,3
s_acme_024562,acme-bank,46,3
s_acme_024591,acme-bank,46,2
s_acme_024594,acme-bank,46,2
s_acme_024619,acme-bank,46,1
s_acme_024647,acme-bank,46,1
s_acme_024670,acme-bank,46,2
s_acme_024685,acme-bank,46,2
s_acme_024708,acme-bank,46,3
s_acme_024755,acme-bank,46,4
s_acme_024766,acme-bank,46,2
s_acme_024790,acme-bank,46,3
s_acme_024792,acme-bank,46,5
s_acme_024806,acme-bank,46,2
s_acme_024812,acme-bank,46,4
s_acme_024856,acme-bank,47,4
s_acme_024870,acme-bank,47,3
s_acme_024873,acme-bank,47,5
s_acme_024876,acme-bank,47,3
s_acme_024881,acme-bank,47,3
s_acme_024907,acme-bank,47,5
s_acme_024919,acme-bank,47,4
s_acme_024932,acme-bank,47,3
s_acme_024934,acme-bank,47,3
s_acme_024938,acme-bank,47,4
s_acme_024941,acme-bank,47,5
s_acme_024944,acme-bank,47,4
s_acme_024965,acme-bank,47,4
s_acme_024968,acme-bank,47,3
s_acme_024976,acme-bank,47,3
s_acme_024982,acme-bank,47,4
s_acme_024996,acme-bank,47,3
s_acme_024998,acme-bank,47,4
s_acme_025004,acme-bank,47,3
s_acme_025005,acme-bank,47,3
s_acme_025016,acme-bank,47,2
s_acme_025024,acme-bank,47,4
s_acme_025071,acme-bank,47,2
s_acme_025099,acme-bank,47,4
s_acme_025108,acme-bank,47,3
s_acme_025110,acme-bank,47,3
s_acme_025114,acme-bank,47,2
s_acme_025133,acme-bank,47,5
s_acme_025141,acme-bank,47,4
s_acme_025150,acme-bank,47,2
s_acme_025176,acme-bank,47,4
s_acme_025182,acme-bank,47,4
s_acme_025193,acme-bank,47,3
s_acme_025218,acme-bank,48,4
s_acme_025223,acme-bank,48,1
s_acme_025250,acme-bank,48,2
s_acme_025254,acme-bank,48,4
s_acme_025268,acme-bank,48,3
s_acme_025271,acme-bank,48,1
s_acme_025277,acme-bank,48,3
s_acme_025314,acme-bank,48,3
s_acme_025316,acme-bank,48,3
s_acme_025324,acme-bank,48,2
s_acme_025330,acme-bank,48,2
s_acme_025336,acme-bank,48,5
s_acme_025352,acme-bank,48,4
s_acme_025358,acme-bank,48,4
s_acme_025359,acme-bank,48,3
s_acme_025396,acme-bank,48,3
s_acme_025418,acme-bank,48,5
s_acme_025428,acme-bank,48,4
s_acme_025430,acme-bank,48,4
s_acme_025441,acme-bank,48,3
s_acme_025462,acme-bank,48,2
s_acme_025469,acme-bank,48,3
s_acme_025479,acme-bank,48,4
s_acme_025483,acme-bank,48,2
s_acme_025488,acme-bank,48,4
s_acme_025498,acme-bank,48,2
s_acme_025510,acme-bank,48,4
s_acme_025511,acme-bank,48,2
s_acme_025524,acme-bank,49,3
s_acme_025539,acme-bank,49,5
s_acme_025546,acme-bank,49,3
s_acme_025553,acme-bank,49,1
s_acme_025568,acme-bank,49,3
s_acme_025570,acme-bank,49,3
s_acme_025573,acme-bank,49,2
s_acme_025579,acme-bank,49,5
s_acme_025617,acme-bank,49,3
s_acme_025622,acme-bank,49,2
s_acme_025630,acme-bank,49,3
s_acme_025631,acme-bank,49,2
s_acme_025689,acme-bank,49,4
s_acme_025692,acme-bank,49,4
s_acme_025697,acme-bank,49,1
s_acme_025705,acme-bank,49,4
s_acme_025719,acme-bank,49,3
s_acme_025739,acme-bank,49,4
s_acme_025764,acme-bank,49,3
s_acme_025792,acme-bank,49,2
s_acme_025805,acme-bank,49,2
s_acme_025827,acme-bank,49,2
s_acme_025832,acme-bank,49,1
s_acme_025849,acme-bank,49,3
s_acme_025858,acme-bank,49,3
s_acme_025878,acme-bank,49,3
s_acme_025886,acme-bank,49,3
s_acme_025895,acme-bank,49,5
s_acme_025900,acme-bank,49,2
s_acme_025908,acme-bank,49,3
s_acme_025935,acme-bank,49,5
s_acme_025936,acme-bank,49,5
s_acme_025937,acme-bank,49,3
s_acme_025939,acme-bank,49,3
s_acme_025971,acme-bank,49,4
s_acme_025978,acme-bank,49,3
s_acme_025997,acme-bank,49,4
s_acme_026024,acme-bank,49,3
s_acme_026037,acme-bank,49,4
s_acme_026044,acme-bank,49,4
s_acme_026090,acme-bank,49,4
s_acme_026139,acme-bank,50,3
s_acme_026140,acme-bank,50,2
s_acme_026141,acme-bank,50,3
s_acme_026144,acme-bank,50,3
s_acme_026147,acme-bank,50,4
s_acme_026158,acme-bank,50,2
s_acme_026175,acme-bank,50,2
s_acme_026185,acme-bank,50,2
s_acme_026200,acme-bank,50,3
s_acme_026232,acme-bank,50,3
s_acme_026233,acme-bank,50,5
s_acme_026238,acme-bank,50,4
s_acme_026269,acme-bank,50,2
s_acme_026274,acme-bank,50,3
s_acme_026281,acme-bank,50,5
s_acme_026282,acme-bank,50,3
s_acme_026284,acme-bank,50,3
s_acme_026301,acme-bank,50,2
s_acme_026335,acme-bank,50,4
s_acme_026340,acme-bank,50,4
s_acme_026345,acme-bank,50,4
s_acme_026346,acme-bank,50,4
s_acme_026353,acme-bank,50,5
s_acme_026368,acme-bank,50,3
s_acme_026372,acme-bank,50,2
s_acme_026373,acme-bank,50,4
s_acme_026376,acme-bank,50,4
s_acme_026383,acme-bank,50,4
s_acme_026386,acme-bank,50,3
s_acme_026387,acme-bank,50,3
s_acme_026393,acme-bank,50,3
s_acme_026396,acme-bank,50,4
s_acme_026415,acme-bank,50,2
s_acme_026420,acme-bank,50,5
s_acme_026442,acme-bank,50,2
s_acme_026478,acme-bank,50,4
s_acme_026489,acme-bank,50,4
s_acme_026491,acme-bank,50,3
s_acme_026509,acme-bank,50,4
s_acme_026518,acme-bank,50,3
s_acme_026530,acme-bank,50,3
s_acme_026536,acme-bank,50,5
s_acme_026543,acme-bank,50,3
s_acme_026567,acme-bank,50,3
s_acme_026569,acme-bank,50,2
s_acme_026579,acme-bank,50,2
s_acme_026591,acme-bank,50,3
s_acme_026613,acme-bank,50,3
s_acme_026629,acme-bank,50,2
s_acme_026631,acme-bank,50,5
s_acme_026632,acme-bank,50,4
s_acme_026676,acme-bank,50,2
s_acme_026687,acme-bank,50,3
s_acme_026688,acme-bank,50,4
s_acme_026689,acme-bank,50,4
s_acme_026696,acme-bank,50,3
s_acme_026714,acme-bank,50,4
s_acme_026721,acme-bank,50,4
s_acme_026723,acme-bank,50,3
s_acme_026730,acme-bank,50,2
s_acme_026750,acme-bank,50,4
s_acme_026763,acme-bank,50,5
s_acme_026790,acme-bank,51,3
s_acme_026801,acme-bank,51,3
s_acme_026804,acme-bank,51,2
s_acme_026805,acme-bank,51,4
s_acme_026808,acme-bank,51,2
s_acme_026822,acme-bank,51,4
s_acme_026823,acme-bank,51,4
s_acme_026826,acme-bank,51,2
s_acme_026829,acme-bank,51,4
s_acme_026833,acme-bank,51,3
s_acme_026837,acme-bank,51,2
s_acme_026841,acme-bank,51,4
s_acme_026853,acme-bank,51,2
s_acme_026858,acme-bank,51,5
s_acme_026859,acme-bank,51,4
s_acme_026874,acme-bank,51,3
s_acme_026877,acme-bank,51,3
s_acme_026889,acme-bank,51,4
s_acme_026894,acme-bank,51,3
s_acme_026896,acme-bank,51,3
s_acme_026904,acme-bank,51,5
s_acme_026910,acme-bank,51,3
s_acme_026936,acme-bank,51,3
s_acme_026937,acme-bank,51,2
s_acme_026961,acme-bank,51,2
s_acme_026973,acme-bank,51,4
s_acme_026978,acme-bank,51,3
s_acme_026979,acme-bank,51,3
s_acme_026982,acme-bank,51,4
s_acme_026989,acme-bank,51,3
s_acme_026991,acme-bank,51,5
s_acme_026993,acme-bank,51,3
s_acme_026995,acme-bank,51,4
s_acme_026996,acme-bank,51,4
s_acme_027006,acme-bank,51,3
s_acme_027016,acme-bank,51,1
s_acme_027018,acme-bank,51,3
s_acme_027035,acme-bank,51,3
s_acme_027064,acme-bank,51,3
s_acme_027067,acme-bank,51,3
s_acme_027070,acme-bank,51,3
s_acme_027073,acme-bank,51,3
s_acme_027078,acme-bank,51,3
s_acme_027108,acme-bank,51,3
s_acme_027124,acme-bank,51,2
s_acme_027126,acme-bank,51,4
s_acme_027146,acme-bank,51,3
s_acme_027148,acme-bank,51,4
s_acme_027177,acme-bank,51,3
s_acme_027196,acme-bank,51,3
s_acme_027229,acme-bank,51,4
s_acme_027232,acme-bank,51,4
s_acme_027239,acme-bank,51,2
s_acme_027242,acme-bank,51,3
s_acme_027244,acme-bank,51,2
s_acme_027278,acme-bank,51,4
s_acme_027279,acme-bank,51,3
s_acme_027282,acme-bank,51,2
s_acme_027306,acme-bank,51,4
s_acme_027311,acme-bank,51,4
s_acme_027313,acme-bank,51,5
s_acme_027320,acme-bank,51,4
s_acme_027324,acme-bank,51,2
s_acme_027326,acme-bank,51,3
s_acme_027330,acme-bank,51,1
s_acme_027337,acme-bank,51,3
s_acme_027386,acme-bank,51,3
s_acme_027395,acme-bank,51,1
s_acme_027400,acme-bank,51,4
s_acme_027403,acme-bank,51,2
s_acme_027413,acme-bank,51,2
s_acme_027423,acme-bank,51,2
s_acme_027431,acme-bank,51,3
s_acme_027438,acme-bank,51,3
s_acme_027439,acme-bank,51,4
s_acme_027461,acme-bank,51,5
s_acme_027468,acme-bank,51,2
s_acme_027473,acme-bank,51,2
s_acme_027477,acme-bank,51,4
s_acme_027479,acme-bank,51,3
s_acme_027481,acme-bank,51,4
s_acme_027508,acme-bank,52,3
s_acme_027513,acme-bank,52,3
s_acme_027544,acme-bank,52,3
s_acme_027549,acme-bank,52,3
s_acme_027550,acme-bank,52,4
s_acme_027556,acme-bank,52,3
s_acme_027561,acme-bank,52,3
s_acme_027587,acme-bank,52,2
s_acme_027589,acme-bank,52,3
s_acme_027605,acme-bank,52,4
s_acme_027612,acme-bank,52,4
s_acme_027630,acme-bank,52,4
s_acme_027641,acme-bank,52,3
s_acme_027644,acme-bank,52,3
s_acme_027650,acme-bank,52,3
s_acme_027651,acme-bank,52,4
s_acme_027655,acme-bank,52,3
s_acme_027663,acme-bank,52,3
s_acme_027665,acme-bank,52,4
s_acme_027672,acme-bank,52,5
s_acme_027695,acme-bank,52,3
s_acme_027699,acme-bank,52,3
s_acme_027705,acme-bank,52,3
s_acme_027711,acme-bank,52,2
s_acme_027720,acme-bank,52,5
s_acme_027721,acme-bank,52,4
s_acme_027763,acme-bank,52,3
s_acme_027777,acme-bank,52,4
s_acme_027780,acme-bank,52,5
s_acme_027796,acme-bank,52,2
s_acme_027811,acme-bank,52,3
s_acme_027819,acme-bank,52,1
s_acme_027821,acme-bank,52,3
s_acme_027822,acme-bank,52,1
s_acme_027835,acme-bank,52,2
s_acme_027844,acme-bank,52,4
s_acme_027860,acme-bank,52,3
s_acme_027862,acme-bank,52,4
s_acme_027866,acme-bank,52,4
s_acme_027873,acme-bank,52,3
s_acme_027894,acme-bank,52,3
s_acme_027900,acme-bank,52,3
s_acme_027916,acme-bank,52,3
s_acme_027936,acme-bank,52,4
s_acme_027943,acme-bank,52,4
s_acme_027953,acme-bank,52,3
s_acme_027962,acme-bank,52,3
s_acme_027969,acme-bank,52,4
s_acme_027971,acme-bank,52,2
s_acme_027980,acme-bank,52,3
s_acme_027982,acme-bank,52,3
s_acme_027993,acme-bank,52,1
s_acme_028000,acme-bank,52,4
s_acme_028014,acme-bank,52,4
s_acme_028017,acme-bank,52,2
s_acme_028029,acme-bank,52,4
s_acme_028040,acme-bank,52,5
s_acme_028057,acme-bank,52,4
s_acme_028067,acme-bank,52,3
